"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
239,"AVNR","Avanir Pharmaceuticals","Healthcare","Drugs - Generic","USA",396.41,,2.68,0.00%,844213
240,"AVNW","Aviat Networks, Inc.","Technology","Communication Equipment","USA",134.59,,2.18,-1.36%,41606
241,"AWAY","HomeAway, Inc.","Technology","Internet Information Providers","USA",3303.57,143.19,38.99,0.84%,384532
242,"AWRE","Aware Inc.","Technology","Communication Equipment","USA",136.55,19.52,5.97,-1.38%,12549
243,"AXAS","Abraxas Petroleum Corp.","Basic Materials","Independent Oil & Gas","USA",291.30,,3.20,1.59%,209152
244,"AXDX","Accelerate Diagnostics, Inc.","Healthcare","Diagnostic Substances","USA",565.60,,14.07,-1.05%,24320
245,"AXFN","iShares MSCI ACWI ex US Financials Index","Financial","Exchange Traded Fund","USA",,,25.30,0.00%,0
246,"AXGN","AxoGen, Inc.","Healthcare","Medical Appliances & Equipment","USA",51.12,,3.65,2.27%,4523
247,"AXTI","AXT Inc.","Technology","Semiconductor - Integrated Circuits","USA",76.06,,2.35,0.00%,18166
248,"AZPN","Aspen Technology, Inc.","Technology","Business Software & Services","USA",3777.50,68.54,40.70,0.64%,131347
249,"BABY","Natus Medical Inc.","Healthcare","Medical Appliances & Equipment","USA",639.84,35.43,21.60,1.60%,58273
250,"BAGL","Einstein Noah Restaurant Group, Inc.","Services","Restaurants","USA",264.57,20.77,15.09,-0.46%,5224
251,"BAGR","Diversified Restaurant Holdings, Inc.","Services","Restaurants","USA",133.14,,5.07,-0.78%,5006
252,"BAMM","Books-A-Million Inc.","Services","Specialty Retail, Other","USA",36.83,,2.55,1.59%,404
253,"BANC","First Pactrust Bancorp Inc.","Financial","Regional - Pacific Banks","USA",158.52,14.53,12.91,-1.30%,27580
254,"BANF","BancFirst Corporation","Financial","Regional - Southwest  Banks","USA",842.83,16.21,55.33,0.36%,16851
255,"BANR","Banner Corporation","Financial","Savings & Loans","USA",842.75,17.50,43.58,0.01%,83525
256,"BASI","Bioanalytical Systems Inc.","Services","Research Services","USA",17.34,,2.29,1.32%,2066
257,"BAXS","Baxano Surgical, Inc.","Healthcare","Medical Instruments & Supplies","USA",43.84,,0.96,-1.02%,58877
258,"BBBY","Bed Bath & Beyond Inc.","Services","Home Furnishing Stores","USA",16323.71,16.06,77.89,1.22%,380124
259,"BBCN","BBCN Bancorp, Inc.","Financial","Regional - Pacific Banks","USA",1283.43,15.00,16.10,-0.62%,78980
260,"BBEP","Breitburn Energy Partners L.P.","Basic Materials","Oil & Gas Drilling & Exploration","USA",1936.78,,19.35,-0.41%,625751
261,"BBGI","Beasley Broadcast Group Inc.","Services","Broadcasting - Radio","USA",184.45,15.90,8.12,0.12%,1665
262,"BBNK","Bridge Capital Holdings","Financial","Regional - Pacific Banks","USA",283.22,22.53,19.56,-0.20%,628
263,"BBOX","Black Box Corp.","Technology","Networking & Communication Devices","USA",439.24,15.82,27.33,-0.73%,5043
264,"BBRG","Bravo Brio Restaurant Group, Inc.","Services","Restaurants","USA",302.05,21.79,15.80,2.13%,12239
265,"BBRY","Research In Motion Limited","Technology","Diversified Communication Services","Canada",3202.62,,6.03,-1.31%,3141392
266,"BBSI","Barrett Business Services Inc.","Services","Staffing & Outsourcing Services","USA",613.33,35.16,86.66,1.03%,4198
267,"BCAR","Bank of the Carolinas Corp.","Financial","Regional - Mid-Atlantic Banks","USA",2.65,,0.70,2.94%,2455
268,"BCBP","BCB Bancorp Inc.","Financial","Regional - Northeast Banks","USA",98.71,12.83,11.76,-0.34%,7065
269,"BCOM","B Communications Ltd","Technology","Diversified Communication Services","Israel",541.50,7.92,17.99,-0.33%,300
270,"BCOR","Blucora, Inc.","Technology","Internet Information Providers","USA",1183.75,43.65,28.80,-0.03%,51879
271,"BCOV","Brightcove, Inc.","Technology","Application Software","USA",370.48,,13.08,0.08%,64179
272,"BCPC","Balchem Corp.","Basic Materials","Chemicals - Major Diversified","USA",1684.15,39.64,56.94,0.44%,33348
273,"BCRX","BioCryst Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",370.16,,6.72,3.70%,1179208
274,"BCSB","BCSB Bankcorp Inc.","Financial","Savings & Loans","USA",79.83,45.05,25.43,0.79%,200
275,"BDBD","Boulder Brands, Inc.","Consumer Goods","Processed & Packaged Goods","USA",908.99,101.67,15.37,0.79%,64419
276,"BDE","Black Diamond, Inc.","Consumer Goods","Sporting Goods","USA",407.65,,12.69,-0.31%,20882
277,"BDGE","Bridge Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",216.28,16.82,24.14,0.37%,4745
278,"BDMS","Birner Dental Management Services Inc.","Services","Business Services","USA",31.95,41.07,17.57,1.86%,200
279,"BDSI","BioDelivery Sciences International, Inc.","Healthcare","Biotechnology","USA",193.43,,5.15,1.38%,110712
280,"BEAT","CardioNet, Inc.","Healthcare","Specialized Health Services","USA",182.33,,7.18,0.56%,93970
281,"BEAV","BE Aerospace Inc.","Industrial Goods","Aerospace/Defense Products & Services","USA",8775.10,25.16,84.65,-0.45%,257573
282,"BEBE","Bebe Stores, Inc.","Services","Apparel Stores","USA",413.45,,5.20,-0.57%,25962
283,"BECN","Beacon Roofing Supply Inc.","Industrial Goods","General Building Materials","USA",1895.80,26.41,38.52,-0.80%,155205
284,"BELFB","Bel Fuse Inc.","Technology","Diversified Electronics","USA",242.93,33.30,21.29,-0.09%,2922
285,"BERK","Berkshire Bancorp Inc.","Financial","Regional - Northeast Banks","USA",103.94,15.67,7.21,0.00%,0
286,"BEST","Shiner International, Inc.","Consumer Goods","Packaging & Containers","China",11.57,,0.42,0.00%,0
287,"BFIN","BankFinancial Corp.","Financial","Savings & Loans","USA",183.84,,9.23,0.65%,1257
288,"BGCP","BGC Partners, Inc.","Financial","Investment Brokerage - National","USA",1288.74,15.08,5.79,-1.53%,221472
289,"BGFV","Big 5 Sporting Goods Corp.","Services","Sporting Goods Stores","USA",400.72,14.98,18.07,-1.09%,13354
290,"BGMD","BG Medicine, Inc.","Healthcare","Medical Laboratories & Research","USA",24.85,,0.88,-1.67%,521922
291,"BIB","ProShares Ultra Nasdaq Biotechnology","Financial","Exchange Traded Fund","USA",,,135.91,1.09%,25166
292,"BICK","First Trust BICK Index","Financial","Exchange Traded Fund","USA",,,24.22,0.00%,0
293,"BIDU","Baidu, Inc.","Technology","Internet Information Providers","China",58874.60,34.07,168.36,0.02%,783002
294,"BIDZ","BIDZ.com, Inc.","Services","Catalog & Mail Order Houses","USA",11.90,,0.65,0.00%,0
295,"BIIB","Biogen Idec Inc.","Healthcare","Biotechnology","USA",64366.88,38.13,274.93,1.26%,357877
296,"BIND","BIND Therapeutics, Inc.","Healthcare","Biotechnology","USA",44.36,,15.19,5.63%,85568
297,"BIOD","Biodel Inc.","Healthcare","Drug Manufacturers - Other","USA",33.66,,2.15,-6.93%,476019
298,"BIOF","BioFuel Energy Corp.","Basic Materials","Specialty Chemicals","USA",9.13,,1.70,-0.58%,4168
299,"BIOL","BIOLASE, Inc.","Healthcare","Medical Instruments & Supplies","USA",62.42,,1.92,-1.49%,50615
300,"BIOS","BioScrip Inc.","Healthcare","Home Health Care","USA",483.53,,6.92,-2.81%,578668
301,"BIRT","Actuate Corporation","Technology","Application Software","USA",354.57,61.33,7.39,0.41%,108641
302,"BIS","ProShares UltraShort Nasdaq Biotech","Financial","Exchange Traded Fund","USA",,,23.17,-0.52%,14477
303,"BJRI","BJ's Restaurants, Inc.","Services","Restaurants","USA",836.59,31.22,30.02,1.23%,70001
304,"BKBK","Britton & Koontz Capital Corp.","Financial","Regional - Southeast Banks","USA",33.98,529.33,15.88,0.00%,1000
305,"BKCC","BlackRock Kelso Capital Corporation","Financial","Asset Management","USA",720.95,13.15,9.43,-3.08%,190685
306,"BKEP","Blueknight Energy Partners, L.P.","Basic Materials","Oil & Gas Pipelines","USA",201.41,59.20,8.82,-0.68%,4138
307,"BKMU","Bank Mutual Corporation","Financial","Savings & Loans","USA",313.50,30.82,6.82,0.59%,7619
308,"BKOR","Oak Ridge Financial Services, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",12.37,,6.84,0.15%,20475
309,"BKSC","The Bank of South Carolina Corporation","Financial","Regional - Mid-Atlantic Banks","USA",68.14,17.40,14.95,-2.35%,7783
310,"BKYF","Bank of Kentucky Financial Corp.","Financial","Regional - Southeast Banks","USA",257.98,13.67,34.19,-0.38%,2930
311,"BLDP","Ballard Power Systems Inc.","Industrial Goods","Industrial Electrical Equipment","Canada",148.05,,1.52,2.01%,448458
312,"BLDR","Builders FirstSource, Inc.","Services","Home Improvement Stores","USA",668.94,,6.95,0.94%,94295
313,"BLIN","Bridgeline Digital, Inc","Technology","Application Software","USA",16.99,,1.13,-0.18%,11888
314,"BLKB","Blackbaud Inc.","Technology","Business Software & Services","USA",1563.04,72.79,34.82,-0.34%,65457
315,"BLMN","Bloomin' Brands, Inc.","Services","Restaurants","USA",2926.62,7.39,23.74,0.38%,77146
316,"BLMT","BSB Bancorp, Inc. (Maryland)","Financial","Money Center Banks","USA",119.33,62.78,14.34,-0.69%,718
317,"BLUE","bluebird bio, Inc.","Healthcare","Biotechnology","USA",6.39,,19.73,1.28%,31379
318,"BMRC","Bank of Marin Bancorp","Financial","Regional - Pacific Banks","USA",232.59,14.13,43.55,1.73%,30799
319,"BMRN","BioMarin Pharmaceutical Inc.","Healthcare","Biotechnology","USA",9586.80,,67.76,-0.48%,359140
320,"BMTC","Bryn Mawr Bank Corp.","Financial","Regional - Northeast Banks","USA",392.37,17.01,29.50,0.27%,3558
321,"BNCL","Beneficial Mutual Bancorp Inc.","Financial","Regional - Northeast Banks","USA",811.05,59.39,10.69,0.00%,14302
322,"BNCN","BNC Bancorp","Financial","Regional - Mid-Atlantic Banks","USA",409.72,23.07,15.60,0.91%,37008
323,"BNDX","Vanguard Total Intl Bd Idx ETF","Financial","Exchange Traded Fund","USA",,,49.88,0.08%,10893
324,"BNFT","Benefitfocus, Inc.","Technology","Application Software","USA",274.02,,58.61,2.75%,107252
325,"BNSO","Bonso Electronics International Inc.","Industrial Goods","Industrial Electrical Equipment","Hong Kong",7.77,,1.46,-1.35%,10
326,"BOBE","Bob Evans Farms Inc.","Services","Restaurants","USA",1365.95,,50.14,-0.58%,29242
327,"BOCH","Bank of Commerce Holdings","Financial","Regional - Pacific Banks","USA",83.01,12.20,5.49,0.00%,4528
328,"BODY","Body Central Corp.","Services","Apparel Stores","USA",64.80,,3.87,-2.27%,72598
329,"BOFI","BofI Holding Inc.","Financial","Savings & Loans","USA",1120.24,25.73,77.15,-2.33%,116732
330,"BOKF","BOK Financial Corporation","Financial","Regional - Southwest  Banks","USA",4272.12,13.19,62.30,-0.76%,51082
331,"BOLT","Bolt Technology Corp.","Basic Materials","Oil & Gas Equipment & Services","USA",185.82,25.29,21.38,-0.56%,3129
332,"BONA","Bona Film Group Limited","Services","Entertainment - Diversified","China",350.16,,5.67,-3.57%,102578
333,"BONT","Bon-Ton Stores Inc.","Services","Department Stores","USA",348.71,31.86,18.35,1.05%,52152
334,"BOOM","Dynamic Materials Corp.","Industrial Goods","Metal Fabrication","USA",298.42,29.78,21.93,-0.50%,2749
335,"BOSC","B.O.S. Better Online Solutions Ltd.","Technology","Information Technology Services","Israel",8.31,,7.20,0.28%,16111
336,"BOTA","Biota Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",111.14,,3.90,-0.51%,5997
337,"BOTJ","Bank of the James Financial Group Inc.","Financial","Regional - Mid-Atlantic Banks","USA",28.30,8.98,8.63,2.25%,3570
338,"BPFH","Boston Private Financial Holdings Inc.","Financial","Regional - Northeast Banks","USA",896.31,21.77,11.64,0.87%,78617
339,"BPHX","BluePhoenix Solutions Ltd.","Technology","Application Software","Israel",47.59,,4.58,2.92%,332
340,"BPOP","Popular, Inc.","Financial","Foreign Regional Banks","USA",2882.15,5.60,27.73,-1.18%,114403
341,"BRCD","Brocade Communications Systems, Inc.","Technology","Data Storage Devices","USA",3806.14,19.02,8.39,-1.99%,970487
342,"BRCM","Broadcom Corp.","Technology","Semiconductor - Integrated Circuits","USA",16222.11,32.66,28.33,-0.28%,2093822
343,"BREW","Craft Brew Alliance, Inc.","Consumer Goods","Beverages - Brewers","USA",284.06,214.29,15.16,1.07%,8307
344,"BRID","Bridgford Foods Corp.","Consumer Goods","Meat Products","USA",87.79,22.83,9.62,0.31%,302
345,"BRKL","Brookline Bancorp, Inc.","Financial","Savings & Loans","USA",638.26,16.04,9.19,0.49%,83008
346,"BRKR","Bruker Corporation","Technology","Scientific & Technical Instruments","USA",3112.88,54.82,18.96,1.72%,124290
347,"BRKS","Brooks Automation Inc.","Technology","Semiconductor Equipment & Materials","USA",680.73,,10.34,0.49%,45624
348,"BRLI","Bio-Reference Laboratories Inc.","Healthcare","Medical Laboratories & Research","USA",752.12,15.89,26.71,-1.73%,100965
349,"BSDM","BSD Medical Corp.","Healthcare","Medical Appliances & Equipment","USA",39.09,,1.19,-2.46%,14931
350,"BSET","Bassett Furniture Industries Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",167.05,8.32,15.70,0.96%,2281
351,"BSFT","BroadSoft, Inc.","Technology","Application Software","USA",704.28,,24.99,-0.08%,62842
352,"BSPM","Biostar Pharmaceuticals, Inc.","Healthcare","Drug Manufacturers - Major","China",23.58,,2.19,7.35%,127432
353,"BSQR","BSQUARE Corp.","Technology","Application Software","USA",35.68,,3.26,1.87%,1
354,"BSRR","Sierra Bancorp","Financial","Regional - Pacific Banks","USA",228.39,19.89,16.13,0.12%,1515
355,"BSTC","BioSpecifics Technologies Corp.","Healthcare","Biotechnology","USA",138.63,32.64,21.64,-1.05%,9229
356,"BTUI","BTU International Inc.","Technology","Semiconductor Equipment & Materials","USA",23.93,,2.50,-0.38%,1105
357,"BUSE","First Busey Corporation","Financial","Regional - Midwest Banks","USA",491.29,20.96,5.68,0.35%,56109
358,"BV","Bazaarvoice, Inc.","Technology","Application Software","USA",552.65,,7.39,0.41%,131819
359,"BVA","Cordia Bancorp Inc.","Financial","Regional - Mid-Atlantic Banks","USA",11.88,214.00,4.28,0.00%,0
360,"BVSN","BroadVision, Inc.","Technology","Internet Software & Services","USA",45.31,,9.53,-0.73%,479
361,"BWEN","Broadwind Energy, Inc.","Industrial Goods","Diversified Machinery","USA",109.52,,8.21,8.90%,997886
362,"BWINB","Baldwin & Lyons Inc.","Financial","Property & Casualty Insurance","USA",374.74,11.58,25.39,1.07%,1646
363,"BWLD","Buffalo Wild Wings Inc.","Services","Restaurants","USA",2675.26,39.79,146.02,2.50%,117156
364,"BYBK","Bay Bancorp, Inc.","Financial","Regional - Mid-Atlantic Banks","USA",51.13,12.53,5.89,0.00%,0
365,"BYFC","Broadway Financial Corp.","Financial","Savings & Loans","USA",2.17,,1.11,-1.77%,14
366,"BYLK","Baylake Corp.","Financial","Money Center Banks","USA",104.16,14.35,13.20,0.00%,0
367,"CA","CA Technologies","Technology","Business Software & Services","USA",14551.04,13.88,32.18,-0.92%,1298133
368,"CAAS","China Automotive Systems Inc.","Consumer Goods","Auto Parts","China",214.81,8.80,7.55,-1.44%,35850
369,"CAC","Camden National Corp.","Financial","Regional - Northeast Banks","USA",314.17,13.98,41.25,0.36%,1858
370,"CACB","Cascade Bancorp","Financial","Regional - Pacific Banks","USA",243.61,4.82,5.17,0.19%,871
371,"CACC","Credit Acceptance Corp.","Financial","Credit Services","USA",3022.81,12.53,128.35,0.52%,2760
372,"CACG","Chart Acquisition Corp.","Conglomerates","Conglomerates","USA",33.12,51.26,9.74,0.00%,200
373,"CACH","Cache Inc.","Services","Apparel Stores","USA",104.82,,4.92,-1.01%,2336
374,"CACQ","Caesars Acquisition Company","Services","Resorts & Casinos","USA",1637.08,12.72,12.00,0.33%,42154
375,"CADC","China Advanced Construction Materials Group, Inc.","Industrial Goods","General Building Materials","USA",7.84,,5.25,-0.38%,3097
376,"CADX","Cadence Pharmaceuticals Inc.","Healthcare","Biotechnology","USA",768.37,,9.12,2.13%,134557
377,"CAFI","Camco Financial Corp.","Financial","Savings & Loans","USA",88.05,8.02,6.46,-0.62%,5821
378,"CAKE","The Cheesecake Factory Incorporated","Services","Restaurants","USA",2504.44,25.28,47.94,0.33%,82308
379,"CALD","Callidus Software Inc.","Technology","Business Software & Services","USA",461.84,,11.94,-0.08%,69994
380,"CALI","China Auto Logistic Inc.","Services","Auto Dealerships","China",15.07,81.60,3.89,-4.66%,9587
381,"CALL","magicJack VocalTec Ltd.","Technology","Telecom Services - Domestic","Israel",228.56,4.89,12.28,-0.32%,75482
382,"CALM","Cal-Maine Foods, Inc.","Consumer Goods","Food - Major Diversified","USA",1302.43,26.17,54.50,0.59%,10808
383,"CAMP","CalAmp Corp.","Technology","Communication Equipment","USA",843.75,18.36,24.57,1.34%,144701
384,"CAMT","Camtek Ltd.","Technology","Semiconductor - Integrated Circuits","Israel",109.62,,3.54,-3.01%,254814
385,"CAPS","Capstone Therapeutics Corp.","Healthcare","Biotechnology","USA",9.79,,0.24,0.46%,1600
386,"CAR","Avis Budget Group, Inc.","Services","Rental & Leasing Services","USA",3973.53,,36.73,0.11%,190122
387,"CARB","Carbonite, Inc.","Services","Business Services","USA",288.87,,11.00,0.00%,64205
388,"CART","Carolina Trust Bank","Financial","Regional - Mid-Atlantic Banks","USA",13.81,,3.03,1.68%,431
389,"CARV","Carver Bancorp Inc.","Financial","Savings & Loans","USA",23.06,16.00,6.24,0.00%,0
390,"CASH","Meta Financial Group, Inc.","Financial","Savings & Loans","USA",207.96,17.03,37.70,-0.29%,1873
391,"CASM","CAS Medical Systems Inc.","Healthcare","Medical Instruments & Supplies","USA",33.20,,1.88,-0.95%,1411
392,"CASS","Cass Information Systems Inc.","Services","Business Services","USA",710.54,30.33,63.13,1.54%,3400
393,"CAST","ChinaCast Education Corporation","Services","Education & Training Services","Hong Kong",1.54,0.07,0.05,56.05%,10329
394,"CASY","Casey's General Stores Inc.","Services","Grocery Stores","USA",2707.86,21.44,71.37,1.19%,62474
395,"CATM","Cardtronics Inc.","Services","Business Services","USA",1902.73,71.30,43.08,0.70%,149491
396,"CATY","Cathay General Bancorp","Financial","Regional - Pacific Banks","USA",2018.90,19.10,25.71,0.47%,31082
397,"CAVM","Cavium, Inc.","Technology","Semiconductor - Broad Line","USA",1858.61,,36.05,0.42%,149240
398,"CBAK","China BAK Battery, Inc.","Industrial Goods","Industrial Electrical Equipment","China",26.50,,2.12,0.95%,6291
399,"CBAN","Colony Bankcorp Inc.","Financial","Regional - Mid-Atlantic Banks","USA",52.07,24.68,6.17,0.00%,0
400,"CBEY","Cbeyond, Inc.","Technology","Diversified Communication Services","USA",211.81,,7.02,0.29%,51860
401,"CBF","Capital Bank Financial Corp.","Financial","Regional - Southeast Banks","USA",1172.84,37.73,22.60,-0.18%,15645
402,"CBIN","Community Bank Shares of Indiana Inc.","Financial","Regional - Midwest Banks","USA",67.04,8.93,19.73,0.00%,0
403,"CBLI","Cleveland BioLabs, Inc.","Healthcare","Biotechnology","USA",48.10,,1.00,-6.54%,354103
404,"CBMX","CombiMatrix Corporation","Healthcare","Medical Laboratories & Research","USA",8.16,,2.22,-3.48%,283280
405,"CBNJ","Cape Bancorp, Inc.","Financial","Regional - Northeast Banks","USA",115.54,22.11,9.90,-0.50%,1179
406,"CBNK","Chicopee Bancorp, Inc.","Financial","Savings & Loans","USA",88.23,30.74,17.46,-0.34%,882
407,"CBOE","CBOE Holdings, Inc.","Financial","Diversified Investments","USA",4588.32,27.41,51.92,-0.82%,116635
